"","country_or_area","commodity_transaction","year","unit","quantity","quantity_footnotes","category"
"7892","Chile","Hydro – Autoproducer",2001,"Kilowatt-hours, million",267,NA,"total_electricity"
"7893","Chile","Hydro – Autoproducer",2000,"Kilowatt-hours, million",332,NA,"total_electricity"
"7894","Chile","Hydro – Autoproducer",1999,"Kilowatt-hours, million",395,NA,"total_electricity"
"7895","Chile","Hydro – Autoproducer",1998,"Kilowatt-hours, million",380,NA,"total_electricity"
"7896","Chile","Hydro – Autoproducer",1997,"Kilowatt-hours, million",363,NA,"total_electricity"
"7897","Chile","Hydro – Autoproducer",1996,"Kilowatt-hours, million",256,NA,"total_electricity"
"7898","Chile","Hydro – Autoproducer",1995,"Kilowatt-hours, million",289,NA,"total_electricity"
"7899","Chile","Hydro – Autoproducer",1994,"Kilowatt-hours, million",117,NA,"total_electricity"
"7900","Chile","Hydro – Autoproducer",1993,"Kilowatt-hours, million",385,NA,"total_electricity"
"7901","Chile","Hydro – Autoproducer",1992,"Kilowatt-hours, million",581,NA,"total_electricity"
"7902","Chile","Hydro – Autoproducer",1991,"Kilowatt-hours, million",581,NA,"total_electricity"
"7903","Chile","Hydro – Autoproducer",1990,"Kilowatt-hours, million",565,NA,"total_electricity"
"7904","Colombia","Hydro – Autoproducer",2014,"Kilowatt-hours, million",139,NA,"total_electricity"
"7905","Colombia","Hydro – Autoproducer",2013,"Kilowatt-hours, million",121,NA,"total_electricity"
"7906","Colombia","Hydro – Autoproducer",2012,"Kilowatt-hours, million",132,NA,"total_electricity"
"7907","Colombia","Hydro – Autoproducer",2011,"Kilowatt-hours, million",156,NA,"total_electricity"
"7908","Colombia","Hydro – Autoproducer",2010,"Kilowatt-hours, million",223,NA,"total_electricity"
"7909","Colombia","Hydro – Autoproducer",2009,"Kilowatt-hours, million",213,NA,"total_electricity"
"7910","Colombia","Hydro – Autoproducer",2008,"Kilowatt-hours, million",242,NA,"total_electricity"
"7911","Colombia","Hydro – Autoproducer",2007,"Kilowatt-hours, million",231,NA,"total_electricity"
"7912","Colombia","Hydro – Autoproducer",2006,"Kilowatt-hours, million",219,NA,"total_electricity"
"7913","Colombia","Hydro – Autoproducer",2005,"Kilowatt-hours, million",227,NA,"total_electricity"
"7914","Colombia","Hydro – Autoproducer",2004,"Kilowatt-hours, million",263,NA,"total_electricity"
"7915","Colombia","Hydro – Autoproducer",2003,"Kilowatt-hours, million",263,NA,"total_electricity"
"7916","Colombia","Hydro – Autoproducer",2002,"Kilowatt-hours, million",221,NA,"total_electricity"
"7917","Colombia","Hydro – Autoproducer",2001,"Kilowatt-hours, million",221,NA,"total_electricity"
"7918","Colombia","Hydro – Autoproducer",2000,"Kilowatt-hours, million",221,NA,"total_electricity"
"7919","Colombia","Hydro – Autoproducer",1999,"Kilowatt-hours, million",221,NA,"total_electricity"
"7920","Colombia","Hydro – Autoproducer",1998,"Kilowatt-hours, million",223,NA,"total_electricity"
"7921","Colombia","Hydro – Autoproducer",1997,"Kilowatt-hours, million",264,NA,"total_electricity"
"7922","Colombia","Hydro – Autoproducer",1996,"Kilowatt-hours, million",261,NA,"total_electricity"
"7923","Colombia","Hydro – Autoproducer",1995,"Kilowatt-hours, million",260,NA,"total_electricity"
"7924","Colombia","Hydro – Autoproducer",1994,"Kilowatt-hours, million",270,NA,"total_electricity"
"7925","Colombia","Hydro – Autoproducer",1993,"Kilowatt-hours, million",259,NA,"total_electricity"
"7926","Colombia","Hydro – Autoproducer",1992,"Kilowatt-hours, million",287,NA,"total_electricity"
"7927","Colombia","Hydro – Autoproducer",1991,"Kilowatt-hours, million",162,NA,"total_electricity"
"7928","Colombia","Hydro – Autoproducer",1990,"Kilowatt-hours, million",165,NA,"total_electricity"
"7929","Ecuador","Hydro – Autoproducer",2014,"Kilowatt-hours, million",522.4,NA,"total_electricity"
"7930","Ecuador","Hydro – Autoproducer",2013,"Kilowatt-hours, million",513.7,NA,"total_electricity"
"7931","Ecuador","Hydro – Autoproducer",2012,"Kilowatt-hours, million",510.7,NA,"total_electricity"
"7932","Ecuador","Hydro – Autoproducer",2011,"Kilowatt-hours, million",505.2,NA,"total_electricity"
"7933","Ecuador","Hydro – Autoproducer",2010,"Kilowatt-hours, million",457.2,NA,"total_electricity"
"7934","Ecuador","Hydro – Autoproducer",2009,"Kilowatt-hours, million",488.2,NA,"total_electricity"
"7935","Ecuador","Hydro – Autoproducer",2008,"Kilowatt-hours, million",633,NA,"total_electricity"
"7936","Ecuador","Hydro – Autoproducer",2007,"Kilowatt-hours, million",518,NA,"total_electricity"
"7937","Ecuador","Hydro – Autoproducer",2006,"Kilowatt-hours, million",304,NA,"total_electricity"
"7938","Ecuador","Hydro – Autoproducer",2005,"Kilowatt-hours, million",168,NA,"total_electricity"
"7939","Ecuador","Hydro – Autoproducer",2004,"Kilowatt-hours, million",163,NA,"total_electricity"
"7940","Ecuador","Hydro – Autoproducer",2003,"Kilowatt-hours, million",151,NA,"total_electricity"
"7941","Ecuador","Hydro – Autoproducer",2002,"Kilowatt-hours, million",137,NA,"total_electricity"
"7942","Ecuador","Hydro – Autoproducer",2001,"Kilowatt-hours, million",93,NA,"total_electricity"
"7943","Ecuador","Hydro – Autoproducer",2000,"Kilowatt-hours, million",0,NA,"total_electricity"
"7944","Ecuador","Hydro – Autoproducer",1999,"Kilowatt-hours, million",0,NA,"total_electricity"
"7945","Ecuador","Hydro – Autoproducer",1998,"Kilowatt-hours, million",0,NA,"total_electricity"
"7946","Ecuador","Hydro – Autoproducer",1997,"Kilowatt-hours, million",0,NA,"total_electricity"
"7947","Ecuador","Hydro – Autoproducer",1996,"Kilowatt-hours, million",0,NA,"total_electricity"
"7948","Ecuador","Hydro – Autoproducer",1995,"Kilowatt-hours, million",0,NA,"total_electricity"
"7949","Ecuador","Hydro – Autoproducer",1994,"Kilowatt-hours, million",0,NA,"total_electricity"
"7950","Ecuador","Hydro – Autoproducer",1993,"Kilowatt-hours, million",0,NA,"total_electricity"
"7951","Ecuador","Hydro – Autoproducer",1992,"Kilowatt-hours, million",0,NA,"total_electricity"
"7952","Ecuador","Hydro – Autoproducer",1991,"Kilowatt-hours, million",0,NA,"total_electricity"
"7953","Ecuador","Hydro – Autoproducer",1990,"Kilowatt-hours, million",0,NA,"total_electricity"
"7954","Peru","Hydro – Autoproducer",2014,"Kilowatt-hours, million",560,NA,"total_electricity"
"7955","Peru","Hydro – Autoproducer",2013,"Kilowatt-hours, million",610.2,NA,"total_electricity"
"7956","Peru","Hydro – Autoproducer",2012,"Kilowatt-hours, million",541.1,NA,"total_electricity"
"7957","Peru","Hydro – Autoproducer",2011,"Kilowatt-hours, million",529.9,NA,"total_electricity"
"7958","Peru","Hydro – Autoproducer",2010,"Kilowatt-hours, million",484,NA,"total_electricity"
"7959","Peru","Hydro – Autoproducer",2009,"Kilowatt-hours, million",484,NA,"total_electricity"
"7960","Peru","Hydro – Autoproducer",2008,"Kilowatt-hours, million",432,NA,"total_electricity"
"7961","Peru","Hydro – Autoproducer",2007,"Kilowatt-hours, million",442,NA,"total_electricity"
"7962","Peru","Hydro – Autoproducer",2006,"Kilowatt-hours, million",542,NA,"total_electricity"
"7963","Peru","Hydro – Autoproducer",2005,"Kilowatt-hours, million",512,NA,"total_electricity"
"7964","Peru","Hydro – Autoproducer",2004,"Kilowatt-hours, million",546,NA,"total_electricity"
"7965","Peru","Hydro – Autoproducer",2003,"Kilowatt-hours, million",415,NA,"total_electricity"
"7966","Peru","Hydro – Autoproducer",2002,"Kilowatt-hours, million",402,NA,"total_electricity"
"7967","Peru","Hydro – Autoproducer",2001,"Kilowatt-hours, million",426,NA,"total_electricity"
"7968","Peru","Hydro – Autoproducer",2000,"Kilowatt-hours, million",428.7281,NA,"total_electricity"
"7969","Peru","Hydro – Autoproducer",1999,"Kilowatt-hours, million",429.9893,NA,"total_electricity"
"7970","Peru","Hydro – Autoproducer",1998,"Kilowatt-hours, million",441.1,NA,"total_electricity"
"7971","Peru","Hydro – Autoproducer",1997,"Kilowatt-hours, million",949,NA,"total_electricity"
"7972","Peru","Hydro – Autoproducer",1996,"Kilowatt-hours, million",1701,NA,"total_electricity"
"7973","Peru","Hydro – Autoproducer",1995,"Kilowatt-hours, million",1418,NA,"total_electricity"
"7974","Peru","Hydro – Autoproducer",1994,"Kilowatt-hours, million",1312,NA,"total_electricity"
"7975","Peru","Hydro – Autoproducer",1993,"Kilowatt-hours, million",1423,NA,"total_electricity"
"7976","Peru","Hydro – Autoproducer",1992,"Kilowatt-hours, million",1396,NA,"total_electricity"
"7977","Peru","Hydro – Autoproducer",1991,"Kilowatt-hours, million",1647,NA,"total_electricity"
"7978","Peru","Hydro – Autoproducer",1990,"Kilowatt-hours, million",1704,NA,"total_electricity"
"7979","Suriname","Hydro – Autoproducer",2014,"Kilowatt-hours, million",795.1,NA,"total_electricity"
"7980","Suriname","Hydro – Autoproducer",2013,"Kilowatt-hours, million",481.1,NA,"total_electricity"
"7981","Suriname","Hydro – Autoproducer",2012,"Kilowatt-hours, million",998,NA,"total_electricity"
"7982","Suriname","Hydro – Autoproducer",2011,"Kilowatt-hours, million",946.4,NA,"total_electricity"
"7983","Suriname","Hydro – Autoproducer",2010,"Kilowatt-hours, million",968.2,NA,"total_electricity"
"7984","Suriname","Hydro – Autoproducer",2009,"Kilowatt-hours, million",1069,NA,"total_electricity"
"7985","Suriname","Hydro – Autoproducer",2008,"Kilowatt-hours, million",1074.7,NA,"total_electricity"
"7986","Suriname","Hydro – Autoproducer",2007,"Kilowatt-hours, million",922.4,NA,"total_electricity"
"7987","Suriname","Hydro – Autoproducer",2006,"Kilowatt-hours, million",820.5,NA,"total_electricity"
"7988","Suriname","Hydro – Autoproducer",2005,"Kilowatt-hours, million",639.8,NA,"total_electricity"
"7989","Suriname","Hydro – Autoproducer",2004,"Kilowatt-hours, million",738.6,NA,"total_electricity"
"7990","Suriname","Hydro – Autoproducer",2003,"Kilowatt-hours, million",772.1,NA,"total_electricity"
"7991","Suriname","Hydro – Autoproducer",2002,"Kilowatt-hours, million",856.3,NA,"total_electricity"
"7992","Suriname","Hydro – Autoproducer",2001,"Kilowatt-hours, million",921,1,"total_electricity"
"7993","Suriname","Hydro – Autoproducer",2000,"Kilowatt-hours, million",920,1,"total_electricity"
"7994","Suriname","Hydro – Autoproducer",1999,"Kilowatt-hours, million",1224.8,NA,"total_electricity"
"7995","Suriname","Hydro – Autoproducer",1998,"Kilowatt-hours, million",1222.4,NA,"total_electricity"
"7996","Suriname","Hydro – Autoproducer",1997,"Kilowatt-hours, million",1213.6,NA,"total_electricity"
"7997","Suriname","Hydro – Autoproducer",1996,"Kilowatt-hours, million",1203.2,NA,"total_electricity"
"7998","Suriname","Hydro – Autoproducer",1995,"Kilowatt-hours, million",1192.8,NA,"total_electricity"
"7999","Suriname","Hydro – Autoproducer",1994,"Kilowatt-hours, million",1182.4,NA,"total_electricity"
"8000","Suriname","Hydro – Autoproducer",1993,"Kilowatt-hours, million",1172,NA,"total_electricity"
"8001","Suriname","Hydro – Autoproducer",1992,"Kilowatt-hours, million",1161.6,NA,"total_electricity"
"8002","Suriname","Hydro – Autoproducer",1991,"Kilowatt-hours, million",1125.6,NA,"total_electricity"
"8003","Suriname","Hydro – Autoproducer",1990,"Kilowatt-hours, million",1111.2,NA,"total_electricity"
"8004","Argentina","Hydro – Main activity",2014,"Kilowatt-hours, million",41298,NA,"total_electricity"
"8005","Argentina","Hydro – Main activity",2013,"Kilowatt-hours, million",33369,NA,"total_electricity"
"8006","Argentina","Hydro – Main activity",2012,"Kilowatt-hours, million",29658,NA,"total_electricity"
"8007","Argentina","Hydro – Main activity",2011,"Kilowatt-hours, million",31843,NA,"total_electricity"
"8008","Argentina","Hydro – Main activity",2010,"Kilowatt-hours, million",33826,NA,"total_electricity"
"8009","Argentina","Hydro – Main activity",2009,"Kilowatt-hours, million",34204,NA,"total_electricity"
"8010","Argentina","Hydro – Main activity",2008,"Kilowatt-hours, million",30652,NA,"total_electricity"
"8011","Argentina","Hydro – Main activity",2007,"Kilowatt-hours, million",30614,NA,"total_electricity"
"8012","Argentina","Hydro – Main activity",2006,"Kilowatt-hours, million",38056,NA,"total_electricity"
"8013","Argentina","Hydro – Main activity",2005,"Kilowatt-hours, million",34192,NA,"total_electricity"
"8014","Argentina","Hydro – Main activity",2004,"Kilowatt-hours, million",30445,NA,"total_electricity"
"8015","Argentina","Hydro – Main activity",2003,"Kilowatt-hours, million",33737,NA,"total_electricity"
"8016","Argentina","Hydro – Main activity",2002,"Kilowatt-hours, million",35797,NA,"total_electricity"
"8017","Argentina","Hydro – Main activity",2001,"Kilowatt-hours, million",36949,NA,"total_electricity"
"8018","Argentina","Hydro – Main activity",2000,"Kilowatt-hours, million",28762,NA,"total_electricity"
"8019","Argentina","Hydro – Main activity",1999,"Kilowatt-hours, million",21598,NA,"total_electricity"
"8020","Argentina","Hydro – Main activity",1998,"Kilowatt-hours, million",26503,NA,"total_electricity"
"8021","Argentina","Hydro – Main activity",1997,"Kilowatt-hours, million",28117,NA,"total_electricity"
"8022","Argentina","Hydro – Main activity",1996,"Kilowatt-hours, million",22926,NA,"total_electricity"
"8023","Argentina","Hydro – Main activity",1995,"Kilowatt-hours, million",26916,NA,"total_electricity"
"8024","Argentina","Hydro – Main activity",1994,"Kilowatt-hours, million",27589,NA,"total_electricity"
"8025","Argentina","Hydro – Main activity",1993,"Kilowatt-hours, million",24062,NA,"total_electricity"
"8026","Argentina","Hydro – Main activity",1992,"Kilowatt-hours, million",19500,1,"total_electricity"
"8027","Argentina","Hydro – Main activity",1991,"Kilowatt-hours, million",16361,NA,"total_electricity"
"8028","Argentina","Hydro – Main activity",1990,"Kilowatt-hours, million",18060,NA,"total_electricity"
"8029","Bolivia (Plur. State of)","Hydro – Main activity",2014,"Kilowatt-hours, million",2251,NA,"total_electricity"
"8030","Bolivia (Plur. State of)","Hydro – Main activity",2013,"Kilowatt-hours, million",2535,NA,"total_electricity"
"8031","Bolivia (Plur. State of)","Hydro – Main activity",2012,"Kilowatt-hours, million",2352,NA,"total_electricity"
"8032","Bolivia (Plur. State of)","Hydro – Main activity",2011,"Kilowatt-hours, million",2347,NA,"total_electricity"
"8033","Bolivia (Plur. State of)","Hydro – Main activity",2010,"Kilowatt-hours, million",2182,NA,"total_electricity"
"8034","Bolivia (Plur. State of)","Hydro – Main activity",2009,"Kilowatt-hours, million",2296,NA,"total_electricity"
"8035","Bolivia (Plur. State of)","Hydro – Main activity",2008,"Kilowatt-hours, million",2310,NA,"total_electricity"
"8036","Bolivia (Plur. State of)","Hydro – Main activity",2007,"Kilowatt-hours, million",2319,NA,"total_electricity"
"8037","Bolivia (Plur. State of)","Hydro – Main activity",2006,"Kilowatt-hours, million",2159,NA,"total_electricity"
"8038","Bolivia (Plur. State of)","Hydro – Main activity",2005,"Kilowatt-hours, million",1964,NA,"total_electricity"
"8039","Bolivia (Plur. State of)","Hydro – Main activity",2004,"Kilowatt-hours, million",2149,NA,"total_electricity"
"8040","Bolivia (Plur. State of)","Hydro – Main activity",2003,"Kilowatt-hours, million",1987,NA,"total_electricity"
"8041","Bolivia (Plur. State of)","Hydro – Main activity",2002,"Kilowatt-hours, million",2203,NA,"total_electricity"
"8042","Bolivia (Plur. State of)","Hydro – Main activity",2001,"Kilowatt-hours, million",2129,NA,"total_electricity"
"8043","Bolivia (Plur. State of)","Hydro – Main activity",2000,"Kilowatt-hours, million",1945,NA,"total_electricity"
"8044","Bolivia (Plur. State of)","Hydro – Main activity",1999,"Kilowatt-hours, million",1786,NA,"total_electricity"
"8045","Bolivia (Plur. State of)","Hydro – Main activity",1998,"Kilowatt-hours, million",1556,NA,"total_electricity"
"8046","Bolivia (Plur. State of)","Hydro – Main activity",1997,"Kilowatt-hours, million",1565,NA,"total_electricity"
"8047","Bolivia (Plur. State of)","Hydro – Main activity",1996,"Kilowatt-hours, million",1425,NA,"total_electricity"
"8048","Bolivia (Plur. State of)","Hydro – Main activity",1995,"Kilowatt-hours, million",1263,NA,"total_electricity"
"8049","Bolivia (Plur. State of)","Hydro – Main activity",1994,"Kilowatt-hours, million",1316,NA,"total_electricity"
"8050","Bolivia (Plur. State of)","Hydro – Main activity",1993,"Kilowatt-hours, million",1502,NA,"total_electricity"
"8051","Bolivia (Plur. State of)","Hydro – Main activity",1992,"Kilowatt-hours, million",1265,NA,"total_electricity"
"8052","Bolivia (Plur. State of)","Hydro – Main activity",1991,"Kilowatt-hours, million",1303,NA,"total_electricity"
"8053","Bolivia (Plur. State of)","Hydro – Main activity",1990,"Kilowatt-hours, million",1138,NA,"total_electricity"
"8054","Brazil","Hydro – Main activity",2014,"Kilowatt-hours, million",351351,NA,"total_electricity"
"8055","Brazil","Hydro – Main activity",2013,"Kilowatt-hours, million",368939,NA,"total_electricity"
"8056","Brazil","Hydro – Main activity",2012,"Kilowatt-hours, million",394879,NA,"total_electricity"
"8057","Brazil","Hydro – Main activity",2011,"Kilowatt-hours, million",405621,NA,"total_electricity"
"8058","Brazil","Hydro – Main activity",2010,"Kilowatt-hours, million",382599,NA,"total_electricity"
"8059","Brazil","Hydro – Main activity",2009,"Kilowatt-hours, million",371670,NA,"total_electricity"
"8060","Brazil","Hydro – Main activity",2008,"Kilowatt-hours, million",354285,NA,"total_electricity"
"8061","Brazil","Hydro – Main activity",2007,"Kilowatt-hours, million",359256,NA,"total_electricity"
"8062","Brazil","Hydro – Main activity",2006,"Kilowatt-hours, million",335761,NA,"total_electricity"
"8063","Brazil","Hydro – Main activity",2005,"Kilowatt-hours, million",325053,NA,"total_electricity"
"8064","Brazil","Hydro – Main activity",2004,"Kilowatt-hours, million",308584,NA,"total_electricity"
"8065","Brazil","Hydro – Main activity",2003,"Kilowatt-hours, million",294274,NA,"total_electricity"
"8066","Brazil","Hydro – Main activity",2002,"Kilowatt-hours, million",274338,NA,"total_electricity"
"8067","Brazil","Hydro – Main activity",2001,"Kilowatt-hours, million",262665,NA,"total_electricity"
"8068","Brazil","Hydro – Main activity",2000,"Kilowatt-hours, million",298563,NA,"total_electricity"
"8069","Brazil","Hydro – Main activity",1999,"Kilowatt-hours, million",287317,NA,"total_electricity"
"8070","Brazil","Hydro – Main activity",1998,"Kilowatt-hours, million",286358,NA,"total_electricity"
"8071","Brazil","Hydro – Main activity",1997,"Kilowatt-hours, million",274586,NA,"total_electricity"
"8072","Brazil","Hydro – Main activity",1996,"Kilowatt-hours, million",261445,NA,"total_electricity"
"8073","Brazil","Hydro – Main activity",1995,"Kilowatt-hours, million",250456,NA,"total_electricity"
"8074","Brazil","Hydro – Main activity",1994,"Kilowatt-hours, million",239467,NA,"total_electricity"
"8075","Brazil","Hydro – Main activity",1993,"Kilowatt-hours, million",235065,NA,"total_electricity"
"8076","Brazil","Hydro – Main activity",1992,"Kilowatt-hours, million",220583,NA,"total_electricity"
"8077","Brazil","Hydro – Main activity",1991,"Kilowatt-hours, million",214609,NA,"total_electricity"
"8078","Brazil","Hydro – Main activity",1990,"Kilowatt-hours, million",203594,NA,"total_electricity"
"8079","Chile","Hydro – Main activity",2014,"Kilowatt-hours, million",22940,NA,"total_electricity"
"8080","Chile","Hydro – Main activity",2013,"Kilowatt-hours, million",19562,NA,"total_electricity"
"8081","Chile","Hydro – Main activity",2012,"Kilowatt-hours, million",19979,NA,"total_electricity"
"8082","Chile","Hydro – Main activity",2011,"Kilowatt-hours, million",20953,NA,"total_electricity"
"8083","Chile","Hydro – Main activity",2010,"Kilowatt-hours, million",21381,NA,"total_electricity"
"8084","Chile","Hydro – Main activity",2009,"Kilowatt-hours, million",24799,NA,"total_electricity"
"8085","Chile","Hydro – Main activity",2008,"Kilowatt-hours, million",23772,NA,"total_electricity"
"8086","Chile","Hydro – Main activity",2007,"Kilowatt-hours, million",22654,NA,"total_electricity"
"8087","Chile","Hydro – Main activity",2006,"Kilowatt-hours, million",28591,NA,"total_electricity"
"8088","Chile","Hydro – Main activity",2005,"Kilowatt-hours, million",25921,NA,"total_electricity"
"8089","Chile","Hydro – Main activity",2004,"Kilowatt-hours, million",21435,NA,"total_electricity"
"8090","Chile","Hydro – Main activity",2003,"Kilowatt-hours, million",21083,NA,"total_electricity"
"8091","Chile","Hydro – Main activity",2002,"Kilowatt-hours, million",21939,NA,"total_electricity"
"8092","Chile","Hydro – Main activity",2001,"Kilowatt-hours, million",20736,NA,"total_electricity"
"8093","Chile","Hydro – Main activity",2000,"Kilowatt-hours, million",18184,NA,"total_electricity"
"8094","Chile","Hydro – Main activity",1999,"Kilowatt-hours, million",13195,NA,"total_electricity"
"8095","Chile","Hydro – Main activity",1998,"Kilowatt-hours, million",15564,NA,"total_electricity"
"8096","Chile","Hydro – Main activity",1997,"Kilowatt-hours, million",18583,NA,"total_electricity"
"8097","Chile","Hydro – Main activity",1996,"Kilowatt-hours, million",16585,NA,"total_electricity"
"8098","Chile","Hydro – Main activity",1995,"Kilowatt-hours, million",18125,NA,"total_electricity"
"8099","Chile","Hydro – Main activity",1994,"Kilowatt-hours, million",16869,NA,"total_electricity"
"8100","Chile","Hydro – Main activity",1993,"Kilowatt-hours, million",17467,NA,"total_electricity"
"8101","Chile","Hydro – Main activity",1992,"Kilowatt-hours, million",16169,NA,"total_electricity"
"8102","Chile","Hydro – Main activity",1991,"Kilowatt-hours, million",12553,NA,"total_electricity"
"8103","Chile","Hydro – Main activity",1990,"Kilowatt-hours, million",8363,NA,"total_electricity"
"8104","Colombia","Hydro – Main activity",2014,"Kilowatt-hours, million",44713,NA,"total_electricity"
"8105","Colombia","Hydro – Main activity",2013,"Kilowatt-hours, million",44256,NA,"total_electricity"
"8106","Colombia","Hydro – Main activity",2012,"Kilowatt-hours, million",47468,NA,"total_electricity"
"8107","Colombia","Hydro – Main activity",2011,"Kilowatt-hours, million",48761,NA,"total_electricity"
"8108","Colombia","Hydro – Main activity",2010,"Kilowatt-hours, million",40304,NA,"total_electricity"
"8109","Colombia","Hydro – Main activity",2009,"Kilowatt-hours, million",40773,NA,"total_electricity"
"8110","Colombia","Hydro – Main activity",2008,"Kilowatt-hours, million",46050,NA,"total_electricity"
"8111","Colombia","Hydro – Main activity",2007,"Kilowatt-hours, million",44214,NA,"total_electricity"
"8112","Colombia","Hydro – Main activity",2006,"Kilowatt-hours, million",42523,NA,"total_electricity"
"8113","Colombia","Hydro – Main activity",2005,"Kilowatt-hours, million",39576.11,NA,"total_electricity"
"8114","Colombia","Hydro – Main activity",2004,"Kilowatt-hours, million",39793,NA,"total_electricity"
"8115","Colombia","Hydro – Main activity",2003,"Kilowatt-hours, million",35953,NA,"total_electricity"
"8116","Colombia","Hydro – Main activity",2002,"Kilowatt-hours, million",33747,NA,"total_electricity"
"8117","Colombia","Hydro – Main activity",2001,"Kilowatt-hours, million",31577,NA,"total_electricity"
"8118","Colombia","Hydro – Main activity",2000,"Kilowatt-hours, million",31853,NA,"total_electricity"
"8119","Colombia","Hydro – Main activity",1999,"Kilowatt-hours, million",33520,NA,"total_electricity"
"8120","Colombia","Hydro – Main activity",1998,"Kilowatt-hours, million",30559,NA,"total_electricity"
"8121","Colombia","Hydro – Main activity",1997,"Kilowatt-hours, million",31463,NA,"total_electricity"
"8122","Colombia","Hydro – Main activity",1996,"Kilowatt-hours, million",35272,NA,"total_electricity"
"8123","Colombia","Hydro – Main activity",1995,"Kilowatt-hours, million",31942,NA,"total_electricity"
"8124","Colombia","Hydro – Main activity",1994,"Kilowatt-hours, million",31841,NA,"total_electricity"
"8125","Colombia","Hydro – Main activity",1993,"Kilowatt-hours, million",27639,NA,"total_electricity"
"8126","Colombia","Hydro – Main activity",1992,"Kilowatt-hours, million",22039,NA,"total_electricity"
"8127","Colombia","Hydro – Main activity",1991,"Kilowatt-hours, million",27323,1,"total_electricity"
"8128","Colombia","Hydro – Main activity",1990,"Kilowatt-hours, million",27358,NA,"total_electricity"
"8129","Ecuador","Hydro – Main activity",2014,"Kilowatt-hours, million",10935.5,NA,"total_electricity"
"8130","Ecuador","Hydro – Main activity",2013,"Kilowatt-hours, million",10525.1,NA,"total_electricity"
"8131","Ecuador","Hydro – Main activity",2012,"Kilowatt-hours, million",11727,NA,"total_electricity"
"8132","Ecuador","Hydro – Main activity",2011,"Kilowatt-hours, million",10627.9,NA,"total_electricity"
"8133","Ecuador","Hydro – Main activity",2010,"Kilowatt-hours, million",8179.2,NA,"total_electricity"
"8134","Ecuador","Hydro – Main activity",2009,"Kilowatt-hours, million",8737.2,NA,"total_electricity"
"8135","Ecuador","Hydro – Main activity",2008,"Kilowatt-hours, million",10661,NA,"total_electricity"
"8136","Ecuador","Hydro – Main activity",2007,"Kilowatt-hours, million",8519,NA,"total_electricity"
"8137","Ecuador","Hydro – Main activity",2006,"Kilowatt-hours, million",6826,NA,"total_electricity"
"8138","Ecuador","Hydro – Main activity",2005,"Kilowatt-hours, million",6715,NA,"total_electricity"
"8139","Ecuador","Hydro – Main activity",2004,"Kilowatt-hours, million",7249,NA,"total_electricity"
"8140","Ecuador","Hydro – Main activity",2003,"Kilowatt-hours, million",7030,NA,"total_electricity"
"8141","Ecuador","Hydro – Main activity",2002,"Kilowatt-hours, million",7388,NA,"total_electricity"
"8142","Ecuador","Hydro – Main activity",2001,"Kilowatt-hours, million",6978,NA,"total_electricity"
"8143","Ecuador","Hydro – Main activity",2000,"Kilowatt-hours, million",7609,NA,"total_electricity"
"8144","Ecuador","Hydro – Main activity",1999,"Kilowatt-hours, million",7177,NA,"total_electricity"
"8145","Ecuador","Hydro – Main activity",1998,"Kilowatt-hours, million",6506,NA,"total_electricity"
"8146","Ecuador","Hydro – Main activity",1997,"Kilowatt-hours, million",6534,NA,"total_electricity"
"8147","Ecuador","Hydro – Main activity",1996,"Kilowatt-hours, million",6344,NA,"total_electricity"
"8148","Ecuador","Hydro – Main activity",1995,"Kilowatt-hours, million",5161,NA,"total_electricity"
"8149","Ecuador","Hydro – Main activity",1994,"Kilowatt-hours, million",6565,NA,"total_electricity"
"8150","Ecuador","Hydro – Main activity",1993,"Kilowatt-hours, million",5810,NA,"total_electricity"
"8151","Ecuador","Hydro – Main activity",1992,"Kilowatt-hours, million",4974,NA,"total_electricity"
"8152","Ecuador","Hydro – Main activity",1991,"Kilowatt-hours, million",5075,NA,"total_electricity"
"8153","Ecuador","Hydro – Main activity",1990,"Kilowatt-hours, million",4987,NA,"total_electricity"
"8154","Guyana","Hydro – Main activity",1998,"Kilowatt-hours, million",5,1,"total_electricity"
"8155","Guyana","Hydro – Main activity",1997,"Kilowatt-hours, million",5,1,"total_electricity"
"8156","Guyana","Hydro – Main activity",1996,"Kilowatt-hours, million",5,1,"total_electricity"
"8157","Guyana","Hydro – Main activity",1995,"Kilowatt-hours, million",5,1,"total_electricity"
"8158","Guyana","Hydro – Main activity",1994,"Kilowatt-hours, million",5,1,"total_electricity"
"8159","Guyana","Hydro – Main activity",1993,"Kilowatt-hours, million",5,1,"total_electricity"
"8160","Guyana","Hydro – Main activity",1992,"Kilowatt-hours, million",5,1,"total_electricity"
"8161","Guyana","Hydro – Main activity",1991,"Kilowatt-hours, million",5,1,"total_electricity"
"8162","Guyana","Hydro – Main activity",1990,"Kilowatt-hours, million",5,1,"total_electricity"
"8163","Paraguay","Hydro – Main activity",2014,"Kilowatt-hours, million",55276.4,NA,"total_electricity"
"8164","Paraguay","Hydro – Main activity",2013,"Kilowatt-hours, million",60377.85,NA,"total_electricity"
"8165","Paraguay","Hydro – Main activity",2012,"Kilowatt-hours, million",60231.54,NA,"total_electricity"
"8166","Paraguay","Hydro – Main activity",2011,"Kilowatt-hours, million",57624.09,NA,"total_electricity"
"8167","Paraguay","Hydro – Main activity",2010,"Kilowatt-hours, million",54064.77,NA,"total_electricity"
